other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+200+name,ra,dec,significance,flux_above_1tev,radius,type+FROM+hessgps+WHERE+ra+IS+NOT+NULL+ORDER+BY+flux_above_1tev+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+200+name,ra,dec,type,exp_time,flux_15_45,flux_45_100+FROM+rxtehexte+WHERE+ra+IS+NOT+NULL+ORDER+BY+flux_15_45+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+200+name,ra,dec,type,flux_1_3,flux_3_10,significance+FROM+comptelmev+WHERE+ra+IS+NOT+NULL+ORDER+BY+significance+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+200+time_s,flux_cgs,flux_err_lo,flux_err_hi,gamma,n_h+FROM+swiftgw170817+WHERE+time_s+IS+NOT+NULL+ORDER+BY+time_s+ASC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+2000+source_name,ra,dec,significance,energy_flux100,specindex,class1,redshift,variability_index+FROM+fermilpsc+WHERE+(class1+LIKE+'bll%25'+OR+class1+LIKE+'fsrq%25'+OR+class1+LIKE+'bcu%25')+AND+ra+IS+NOT+NULL+ORDER+BY+energy_flux100+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+300+name,ra,dec,t90,fluence,spectral_index,type+FROM+bepposaxgrb+WHERE+ra+IS+NOT+NULL+ORDER+BY+fluence+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+300+name,ra,dec,type,mean_cts_s,max_cts_s,variability+FROM+rxteastm+WHERE+ra+IS+NOT+NULL+ORDER+BY+mean_cts_s+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+300+source_name,ra,dec,type,dist,discovery_instrument+FROM+tevcat+WHERE+ra+IS+NOT+NULL+ORDER+BY+ra+ASC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+3000+name,ra,dec,count_rate,hr1,hr2,extent,type+FROM+rosatbsc+WHERE+ra+IS+NOT+NULL+ORDER+BY+count_rate+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+3000+source_name,ra,dec,glon,glat,significance,energy_flux100,specindex,class1,variability_index,assoc_name+FROM+fermilpsc+WHERE+ra+IS+NOT+NULL+ORDER+BY+significance+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+3000+source_name,ra,dec,significance,energy_flux100,specindex,class1,redshift,variability_index+FROM+fermi3fgl+WHERE+ra+IS+NOT+NULL+ORDER+BY+significance+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+500+latitude,longitude,altitude,o3_density,no2_density,month,year+FROM+gomosl3m+WHERE+latitude+IS+NOT+NULL+ORDER+BY+o3_density+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+500+name,ra,dec,count_rate,flux_lumin,type+FROM+einsteinipc+WHERE+ra+IS+NOT+NULL+ORDER+BY+count_rate+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+500+name,ra,dec,dist,class,period,spinper,lx,donor_type+FROM+xrbcat+WHERE+ra+IS+NOT+NULL+ORDER+BY+lx+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+500+name,ra,dec,flux3_24,flux4_25,flux8_79,photon_index,type,redshift+FROM+nustarmaster+WHERE+ra+IS+NOT+NULL+ORDER+BY+flux3_24+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+500+name,ra,dec,flux_4_10,flux_10_20,flux_20_40,n_sigma,type+FROM+maxigsc+WHERE+ra+IS+NOT+NULL+ORDER+BY+flux_4_10+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+500+name,ra,dec,me_flux,le_flux,type,exposure+FROM+exosatlog+WHERE+ra+IS+NOT+NULL+AND+me_flux+IS+NOT+NULL+ORDER+BY+me_flux+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+500+name,ra,dec,obsid,flux_total,velocity_fe,sigma_fe,kT,z+FROM+xrismresolved+WHERE+ra+IS+NOT+NULL+ORDER+BY+flux_total+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+500+name,ra,dec,redshift,flux,luminosity,temperature+FROM+xclass+WHERE+ra+IS+NOT+NULL+ORDER+BY+luminosity+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+500+name,ra,dec,significance,flux,type+FROM+chandragc+WHERE+ra+IS+NOT+NULL+ORDER+BY+flux+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+500+name,ra,dec,t90,fluence,epeak,alpha,beta+FROM+batsgrb+WHERE+ra+IS+NOT+NULL+ORDER+BY+epeak+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+500+name,ra,dec,t90,fluence,peak_flux,time_trigger,error_radius+FROM+intgrb+WHERE+ra+IS+NOT+NULL+ORDER+BY+time_trigger+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+500+name,ra,dec,ts,ns,gamma,phi0,e_min,e_max+FROM+icecubepsc+WHERE+ra+IS+NOT+NULL+ORDER+BY+ts+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+500+name,ra,dec,uvw2_mag,uvm2_mag,uvw1_mag,u_mag,b_mag,v_mag,type+FROM+swiftuvotg+WHERE+ra+IS+NOT+NULL+ORDER+BY+uvw2_mag+ASC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+500+trigger_name,ra,dec,error_radius,trigger_time,t90,fluence,spectral_index,redshift+FROM+fermigtrig+WHERE+ra+IS+NOT+NULL+ORDER+BY+trigger_time+DESC
other('<?xml version="1.0"?>\n<VOTABLE version="')	https://heasarc.gsfc.nasa.gov/xamin/vo/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+939+name,ra,dec,significance,flux_17_60,flux_60_100,type,redshift+FROM+integral17year+WHERE+ra+IS+NOT+NULL+ORDER+BY+flux_17_60+DESC
other('<!doctype html>\n              <html lang')	https://land.copernicus.eu/global/products/swi/api/v1/latest?bbox={lon_min},{lat_min},{lon_max},{lat_max}&format=json
other('<!DOCTYPE html>\n<!--[if IE 9]> <html lan')	https://lisn.igp.gob.pe/api/v1/stations?format=json&status=operational
other('<!doctype html>\n<html lang="en" data-bea')	https://lpdaacsvc.cr.usgs.gov/appeears/api/point/sample?product=GEDI02_A.002&layer=rh100&lat={lat}&lon={lon}&format=json
other('<!DOCTYPE html>\n<html>\n  <head>\n    <tit')	https://maps.elie.ucl.ac.be/CCI/viewer/download.php?type=products&year={year}&format=json
other('<!DOCTYPE html>\n<html class="h-100">\n  <')	https://meteostat.net/api/stations/search?country=RU&limit=200&key=
other('<!DOCTYPE html>\n<html>\n\t<head>\n\t\t<meta n')	https://seabass.gsfc.nasa.gov/search/?fields=lat,lon,date,experiment,Chl_a,Chl_b,Chl_c&data_type=bottle&format=json&limit=500
other('<!DOCTYPE html>\n<html>\n\t<head>\n\t\t<meta n')	https://seabass.gsfc.nasa.gov/search/?fields=lat,lon,date,experiment,investigators,data_type&data_type=HPLC&format=json&limit=500
other('<!doctype html>\n<html lang="en">\n<head>\n')	https://terrabrasilis.dpi.inpe.br/app/api/v1/layer/amazon/calculate/annual/deforestation-rates
other('<!doctype html>\n<html lang="en">\n<head>\n')	https://terrabrasilis.dpi.inpe.br/app/api/v1/layer/amazon/latest/deforestation-alerts/all?format=geojson
other('')	https://usdmdataservices.unl.edu/api/StateStatistics/GetDroughtSeverityStatisticsByAreaPercent?aoi=conus&startdate={year}-01-01&enddate={today}&statisticsType=1&format=json
json-obj keys=type,features	https://webservices.ingv.it/fdsnws/event/1/query?format=geojson&minmagnitude=1.5&limit=500&orderby=time&starttime={today}T00:00:00
other('<!DOCTYPE html PUBLIC "-//W3C//DTD XHTML')	https://www.bodc.ac.uk/geotraces/data/inventories/download/?format=json&section=GA01&parameter=Fe,Mn,Zn
other('<!DOCTYPE html>\n<html lang="en" dir="ltr')	https://www.emodnet-humanactivities.eu/search-results.php?dataname=Seafloor+Litter&format=json&limit=200&bbox={lon_min},{lat_min},{lon_max},{lat_max}
other('<!DOCTYPE html> \r\n<html lang="en">\r\n<hea')	https://www.eorc.jaxa.jp/ALOS/en/gmw/api/v1/coverage?bbox={lon_min},{lat_min},{lon_max},{lat_max}&year={year}&format=json&limit=500
other('<!DOCTYPE html> \r\n<html lang="en">\r\n<hea')	https://www.eorc.jaxa.jp/ALOS/en/palsar_fnf/api/v1/coverage?bbox={lon_min},{lat_min},{lon_max},{lat_max}&year={year}&format=json&limit=500
other('<!DOCTYPE html>\n<html>\n<head>\n<meta http')	https://www.goa-on.org/api/v1/stations?format=json&active=true&limit=500
other('<!DOCTYPE html>\n<html lang="en" dir="ltr')	https://www.ncei.noaa.gov/access/world-ocean-database-select/dbsearch.html?DirectAccess=yes&type=json&depth=0&lat1={lat_min}&lat2={lat_max}&lon1={lon_min}&lon2={lon_max}&variable=T,S,O2&startDate={today}&endDate={today}&limit=300
other('<!DOCTYPE html>\n<html lang="en" dir="ltr')	https://www.ncei.noaa.gov/access/world-ocean-database-select/dbsearch.html?DirectAccess=yes&type=json&depth=2000&lat1={lat_min}&lat2={lat_max}&lon1={lon_min}&lon2={lon_max}&variable=T,S,O2&startDate=2020-01-01&endDate={today}&limit=200
other('<!DOCTYPE html>\n<html lang="en" dir="ltr')	https://www.ncei.noaa.gov/access/world-ocean-database-select/dbsearch.html?DirectAccess=yes&type=json&survey=WOCE&lat1={lat_min}&lat2={lat_max}&lon1={lon_min}&lon2={lon_max}&variable=T,S,O2,NO3,PO4,SiO3&startDate=1990-01-01&endDate=2002-12-31&limit=300
other('<!DOCTYPE html PUBLIC "-//W3C//DTD XHTML')	https://www.ngdc.noaa.gov/geomag/calculators/magcalc.shtml?model=IGRF&lat={lat}&lon={lon}&startYear={year}&resultFormat=json
